Week/Month,Years,HeightMaleL,HeightMaleM,HeightMaleS,HeightFemaleL,HeightFemaleM,HeightFemaleS,WeightMaleL,WeightMaleM,WeightMaleS,WeightFemaleL,WeightFemaleM,WeightFemaleS,BMIMaleL,BMIMaleM,BMIMaleS,BMIFemaleL,BMIFemaleM,BMIFemaleS,OFCMaleL,OFCMaleM,OFCMaleS,OFCFemaleL,OFCFemaleM,OFCFemaleS,Chart
,16.5,1,174.86,0.04222,1,163.42,0.03711,-0.422,62.647,0.15434,-0.508,56.2816,0.1433,-1.564,20.234,0.11698,-1.217,20.652,0.12723,1,56.764,0.02985,1,55.424,0.02493,British1990
,16.583,1,175.06,0.04198,1,163.45,0.03708,-0.434,62.9519,0.15297,-0.513,56.3863,0.14314,-1.56,20.282,0.11695,-1.216,20.685,0.12718,1,56.792,0.02985,1,55.441,0.02494,British1990
,16.667,1,175.25,0.04175,1,163.46,0.03707,-0.445,63.2463,0.15166,-0.518,56.4854,0.14299,-1.556,20.33,0.11692,-1.214,20.718,0.12712,1,56.821,0.02985,1,55.457,0.02496,British1990
,16.75,1,175.43,0.04154,1,163.48,0.03705,-0.456,63.531,0.15041,-0.523,56.581,0.14286,-1.551,20.378,0.11689,-1.213,20.751,0.12707,1,56.849,0.02986,1,55.474,0.02497,British1990
,16.833,1,175.61,0.04134,1,163.49,0.03704,-0.467,63.806,0.14922,-0.528,56.6713,0.14274,-1.547,20.425,0.11686,-1.212,20.783,0.12702,1,56.876,0.02986,1,55.491,0.02499,British1990
,16.917,1,175.77,0.04114,1,163.5,0.03703,-0.478,64.0717,0.14807,-0.532,56.7567,0.14262,-1.543,20.472,0.11683,-1.21,20.816,0.12696,1,56.904,0.02987,1,55.506,0.02501,British1990
,17,1,175.92,0.04096,1,163.51,0.03702,-0.489,64.329,0.14699,-0.536,56.838,0.14252,-1.538,20.519,0.1168,-1.209,20.847,0.12691,1,56.932,0.02987,1,55.52,0.02501,British1990
,17.083,1,176.07,0.04079,1,163.51,0.03701,-0.5,64.5782,0.14596,-0.54,56.9163,0.14243,-1.534,20.565,0.11677,-1.208,20.878,0.12686,1,56.96,0.02987,,,,British1990
,17.167,1,176.21,0.04063,1,163.52,0.03701,-0.51,64.8187,0.14498,-0.544,56.9892,0.14234,-1.53,20.611,0.11674,-1.206,20.908,0.12681,1,56.987,0.02988,,,,British1990
,17.25,1,176.33,0.04047,1,163.52,0.03701,-0.52,65.051,0.14407,-0.547,57.059,0.14226,-1.526,20.656,0.1167,-1.205,20.938,0.12676,1,57.014,0.02988,,,,British1990
,17.333,1,176.45,0.04033,1,163.52,0.03701,-0.53,65.2768,0.1432,-0.551,57.1247,0.14218,-1.521,20.702,0.11667,-1.204,20.968,0.12671,1,57.041,0.02989,,,,British1990
,17.417,1,176.57,0.0402,1,163.52,0.037,-0.539,65.4933,0.14238,-0.554,57.1875,0.14211,-1.517,20.746,0.11663,-1.203,20.997,0.12666,1,57.068,0.02989,,,,British1990
,17.5,1,176.67,0.04008,1,163.53,0.037,-0.549,65.704,0.14161,-0.557,57.2469,0.14204,-1.513,20.791,0.1166,-1.201,21.026,0.1266,1,57.095,0.02989,,,,British1990
,17.583,1,176.76,0.03997,1,163.53,0.03699,-0.558,65.9069,0.14088,-0.56,57.3041,0.14198,-1.509,20.836,0.11657,-1.2,21.054,0.12656,1,57.121,0.0299,,,,British1990
,17.667,1,176.85,0.03987,1,163.54,0.03699,-0.567,66.1033,0.1402,-0.563,57.357,0.14192,-1.505,20.879,0.11653,-1.199,21.082,0.1265,1,57.148,0.0299,,,,British1990
,17.75,1,176.92,0.03979,1,163.55,0.03698,-0.575,66.292,0.13956,-0.565,57.407,0.14187,-1.501,20.923,0.11649,-1.197,21.11,0.12646,1,57.174,0.0299,,,,British1990
,17.833,1,176.99,0.03971,1,163.56,0.03697,-0.583,66.4765,0.13896,-0.568,57.4557,0.14182,-1.496,20.967,0.11646,-1.196,21.137,0.12641,1,57.201,0.02991,,,,British1990
,17.917,1,177.04,0.03964,1,163.57,0.03696,-0.591,66.6541,0.13839,-0.57,57.5008,0.14177,-1.492,21.009,0.11642,-1.195,21.164,0.12636,1,57.227,0.02991,,,,British1990
,18,1,177.09,0.03958,1,163.57,0.03695,-0.599,66.824,0.13786,-0.572,57.544,0.14173,-1.488,21.052,0.11639,-1.194,21.19,0.12631,1,57.26,0.02991,,,,British1990
,18.083,1,177.13,0.03953,1,163.58,0.03695,-0.606,66.9883,0.13735,-0.574,57.5847,0.14168,-1.484,21.095,0.11635,-1.193,21.216,0.12627,,,,,,,British1990
,18.167,1,177.17,0.03948,1,163.59,0.03694,-0.613,67.147,0.13688,-0.576,57.6235,0.14165,-1.48,21.136,0.11631,-1.191,21.242,0.12622,,,,,,,British1990
,18.25,1,177.2,0.03945,1,163.6,0.03693,-0.62,67.3,0.13643,-0.578,57.66,0.14161,-1.476,21.178,0.11628,-1.19,21.267,0.12617,,,,,,,British1990
,18.333,1,177.23,0.03942,1,163.6,0.03693,-0.627,67.448,0.13601,-0.58,57.6953,0.14157,-1.472,21.22,0.11624,-1.189,21.293,0.12613,,,,,,,British1990
,18.417,1,177.25,0.0394,1,163.61,0.03692,-0.633,67.5898,0.13561,-0.582,57.7288,0.14154,-1.467,21.26,0.1162,-1.188,21.317,0.12608,,,,,,,British1990
,18.5,1,177.26,0.03938,1,163.61,0.03692,-0.639,67.728,0.13523,-0.583,57.76,0.14151,-1.463,21.301,0.11617,-1.186,21.342,0.12604,,,,,,,British1990
,18.583,1,177.27,0.03937,1,163.62,0.03691,-0.645,67.8607,0.13488,-0.585,57.7904,0.14148,-1.459,21.342,0.11613,-1.185,21.366,0.126,,,,,,,British1990
,18.667,1,177.27,0.03936,1,163.62,0.03691,-0.651,67.988,0.13453,-0.586,57.8199,0.14145,-1.455,21.382,0.11609,-1.184,21.39,0.12595,,,,,,,British1990
,18.75,1,177.28,0.03936,1,163.62,0.03691,-0.656,68.111,0.13422,-0.588,57.847,0.14142,-1.451,21.422,0.11605,-1.183,21.413,0.12591,,,,,,,British1990
,18.833,1,177.28,0.03936,1,163.63,0.03691,-0.662,68.2298,0.13392,-0.589,57.8728,0.1414,-1.447,21.461,0.11602,-1.181,21.436,0.12587,,,,,,,British1990
,18.917,1,177.28,0.03936,1,163.63,0.03691,-0.667,68.3437,0.13363,-0.59,57.897,0.14137,-1.443,21.501,0.11598,-1.18,21.459,0.12582,,,,,,,British1990
,19,1,177.28,0.03935,1,163.63,0.03691,-0.671,68.454,0.13335,-0.591,57.92,0.14135,-1.439,21.54,0.11594,-1.179,21.482,0.12578,,,,,,,British1990
,19.083,1,177.29,0.03935,1,163.63,0.03691,-0.676,68.5595,0.1331,-0.593,57.9421,0.14133,-1.435,21.578,0.11591,-1.178,21.504,0.12574,,,,,,,British1990
,19.167,1,177.29,0.03934,1,163.63,0.03691,-0.68,68.6613,0.13284,-0.594,57.9627,0.14131,-1.431,21.617,0.11587,-1.177,21.527,0.1257,,,,,,,British1990
,19.25,1,177.29,0.03934,1,163.63,0.03691,-0.685,68.76,0.13261,-0.595,57.982,0.14129,-1.427,21.655,0.11583,-1.175,21.548,0.12566,,,,,,,British1990
,19.333,1,177.3,0.03934,1,163.63,0.03691,-0.689,68.8555,0.13239,-0.595,58.0002,0.14127,-1.423,21.693,0.1158,-1.174,21.57,0.12561,,,,,,,British1990
,19.417,1,177.3,0.03934,1,163.63,0.03691,-0.693,68.9467,0.13217,-0.596,58.0164,0.14126,-1.419,21.73,0.11576,-1.173,21.591,0.12558,,,,,,,British1990
,19.5,1,177.3,0.03934,1,163.63,0.0369,-0.697,69.036,0.13197,-0.597,58.032,0.14124,-1.415,21.768,0.11572,-1.172,21.612,0.12554,,,,,,,British1990
,19.583,1,177.3,0.03933,1,163.63,0.0369,-0.7,69.1223,0.13177,-0.598,58.0464,0.14123,-1.412,21.805,0.11569,-1.171,21.633,0.1255,,,,,,,British1990
,19.667,1,177.3,0.03933,1,163.63,0.0369,-0.704,69.2067,0.13158,-0.599,58.0597,0.14122,-1.408,21.842,0.11565,-1.169,21.653,0.12546,,,,,,,British1990
,19.75,1,177.31,0.03932,1,163.63,0.0369,-0.708,69.289,0.13139,-0.599,58.072,0.1412,-1.404,21.878,0.11561,-1.168,21.674,0.12542,,,,,,,British1990
,19.833,1,177.32,0.03931,1,163.64,0.0369,-0.711,69.3693,0.13122,-0.6,58.0833,0.14119,-1.4,21.914,0.11558,-1.167,21.695,0.12538,,,,,,,British1990
,19.917,1,177.33,0.0393,1,163.64,0.0369,-0.714,69.447,0.13105,-0.6,58.0936,0.14118,-1.396,21.951,0.11554,-1.166,21.715,0.12534,,,,,,,British1990
,20,1,177.34,0.03929,1,163.64,0.0369,-0.718,69.524,0.13088,-0.601,58.104,0.14117,-1.392,21.986,0.11551,-1.165,21.735,0.1253,,,,,,,British1990
